x,y,heading
-3.663454055786133,3.9782938957214355,0.0
-3.70153977654197,3.978568098761819,3.1343931494882775
-3.739625497297807,3.9788423018022017,3.1343931494882775
-3.7777112180536445,3.979116504842585,3.1343931494882775
-3.8157969388094815,3.979390707882968,3.1343931494882775
-3.853882659565319,3.979664910923351,3.1343931494882775
-3.8919683803211558,3.979939113963734,3.1343931494882775
-3.930054101076993,3.980213317004117,3.1343931494882775
-3.96813982183283,3.9804875200445,3.1343931494882775
-4.006225542588668,3.9807617230848833,3.1343931494882775
-4.044311263344505,3.981035926125266,3.1343931494882775
-4.082396984100342,3.9813101291656494,3.1343931494882775
-4.112610470164906,3.984658111225475,3.031232041979476
-4.14282395622947,3.9880060932853003,3.031232041979476
-4.173037442294034,3.991354075345126,3.031232041979476
-4.203250928358599,3.9947020574049517,3.031232041979476
-4.233464414423162,3.9980500394647773,3.031232041979476
-4.2636779004877265,4.0013980215246026,3.031232041979476
-4.29389138655229,4.004746003584429,3.031232041979476
-4.3241048726168545,4.008093985644254,3.031232041979476
-4.354318358681419,4.011441967704079,3.031232041979476
-4.3845318447459825,4.014789949763905,3.031232041979476
-4.414745330810547,4.0181379318237305,3.031232041979476
-4.451492743058638,4.019123337485573,3.1147834306105526
-4.4882401553067295,4.020108743147417,3.1147834306105526
-4.52498756755482,4.02109414880926,3.1147834306105526
-4.561734979802912,4.0220795544711025,3.1147834306105526
-4.598482392051003,4.023064960132945,3.1147834306105526
-4.635229804299095,4.024050365794789,3.1147834306105526
-4.671977216547186,4.025035771456632,3.1147834306105526
-4.708724628795277,4.026021177118475,3.1147834306105526
-4.745472041043368,4.027006582780317,3.1147834306105526
-4.78221945329146,4.027991988442161,3.1147834306105526
-4.818966865539551,4.028977394104004,3.1147834306105526
-4.882302110845393,4.02513313293457,-3.0809699996365456
-4.945637356151234,4.021288871765137,-3.0809699996365456
-5.008972601457075,4.017444610595703,-3.0809699996365456
-5.072307846762917,4.0136003494262695,-3.0809699996365456
-5.135643092068759,4.009756088256836,-3.0809699996365456
-5.198978337374601,4.005911827087402,-3.0809699996365456
-5.262313582680442,4.002067565917969,-3.0809699996365456
-5.325648827986283,3.998223304748535,-3.0809699996365456
-5.388984073292125,3.9943790435791016,-3.0809699996365456
-5.452319318597967,3.990534782409668,-3.0809699996365456
-5.515654563903809,3.9866905212402344,-3.0809699996365456
-5.56151667508212,3.9884513074701484,3.1032184531715803
-5.607378786260432,3.990212093700062,3.1032184531715803
-5.653240897438743,3.991972879929976,3.1032184531715803
-5.699103008617055,3.99373366615989,3.1032184531715803
-5.744965119795366,3.9954944523898037,3.1032184531715803
-5.790827230973677,3.9972552386197178,3.1032184531715803
-5.836689342151988,3.9990160248496314,3.1032184531715803
-5.8825514533303,4.000776811079546,3.1032184531715803
-5.928413564508611,4.002537597309459,3.1032184531715803
-5.974275675686923,4.004298383539373,3.1032184531715803
-6.020137786865234,4.006059169769287,3.1032184531715803
-6.055021632801402,4.007890874689275,3.0891321460254533
-6.089905478737571,4.009722579609264,3.0891321460254533
-6.124789324673739,4.011554284529253,3.0891321460254533
-6.159673170609907,4.013385989449241,3.0891321460254533
-6.194557016546076,4.0152176943692295,3.0891321460254533
-6.229440862482244,4.017049399289218,3.0891321460254533
-6.264324708418413,4.018881104209206,3.0891321460254533
-6.299208554354581,4.020712809129194,3.0891321460254533
-6.334092400290749,4.022544514049184,3.0891321460254533
-6.368976246226918,4.024376218969172,3.0891321460254533
-6.403860092163086,4.02620792388916,3.0891321460254533
-6.437826590104536,4.028120951219038,3.085331085760802
-6.471793088045987,4.030033978548917,3.085331085760802
-6.5057595859874375,4.031947005878795,3.085331085760802
-6.539726083928889,4.033860033208674,3.085331085760802
-6.573692581870339,4.035773060538552,3.085331085760802
-6.60765907981179,4.037686087868431,3.085331085760802
-6.64162557775324,4.039599115198309,3.085331085760802
-6.675592075694691,4.0415121425281875,3.085331085760802
-6.709558573636142,4.043425169858065,3.085331085760802
-6.743525071577593,4.045338197187944,3.085331085760802
-6.777491569519043,4.047251224517822,3.085331085760802
-6.807045329700816,4.050231023268267,3.0411058669874884
-6.836599089882591,4.05321082201871,3.0411058669874884
-6.866152850064364,4.056190620769154,3.0411058669874884
-6.895706610246138,4.059170419519598,3.0411058669874884
-6.925260370427912,4.062150218270042,3.0411058669874884
-6.954814130609686,4.065130017020485,3.0411058669874884
-6.98436789079146,4.06810981577093,3.0411058669874884
-7.013921650973233,4.071089614521373,3.0411058669874884
-7.043475411155007,4.074069413271817,3.0411058669874884
-7.073029171336781,4.077049212022261,3.0411058669874884
-7.102582931518555,4.080029010772705,3.0411058669874884
-7.13412432237105,4.077516599134966,-3.0621060456813725
-7.165665713223544,4.075004187497226,-3.0621060456813725
-7.197207104076039,4.072491775859486,-3.0621060456813725
-7.228748494928533,4.069979364221746,-3.0621060456813725
-7.260289885781028,4.067466952584007,-3.0621060456813725
-7.2918312766335225,4.064954540946267,-3.0621060456813725
-7.323372667486018,4.062442129308527,-3.0621060456813725
-7.354914058338512,4.059929717670787,-3.0621060456813725
-7.386455449191007,4.057417306033048,-3.0621060456813725
-7.417996840043501,4.054904894395308,-3.0621060456813725
-7.449538230895996,4.052392482757568,-3.0621060456813725
-7.481666218150746,4.066315217451616,2.7326689214676745
-7.513794205405495,4.080237952145663,2.7326689214676745
-7.545922192660245,4.094160686839711,2.7326689214676745
-7.578050179914995,4.108083421533758,2.7326689214676745
-7.610178167169744,4.122006156227806,2.7326689214676745
-7.642306154424494,4.135928890921853,2.7326689214676745
-7.674434141679243,4.1498516256159,2.7326689214676745
-7.706562128933993,4.163774360309947,2.7326689214676745
-7.738690116188743,4.177697095003995,2.7326689214676745
-7.770818103443492,4.191619829698042,2.7326689214676745
-7.802946090698242,4.20554256439209,2.7326689214676745
-7.81720664284446,4.223993041298606,2.2287991310386803
-7.831467194990679,4.242443518205122,2.2287991310386803
-7.8457277471368965,4.260893995111639,2.2287991310386803
-7.859988299283114,4.279344472018155,2.2287991310386803
-7.874248851429332,4.297794948924672,2.2287991310386803
-7.888509403575551,4.3162454258311875,2.2287991310386803
-7.9027699557217685,4.334695902737704,2.2287991310386803
-7.917030507867986,4.353146379644221,2.2287991310386803
-7.931291060014204,4.371596856550737,2.2287991310386803
-7.945551612160423,4.390047333457253,2.2287991310386803
-7.959812164306641,4.4084978103637695,2.2287991310386803
-7.962378761985085,4.4314984841780225,1.6819245315575126
-7.96494535966353,4.454499157992276,1.6819245315575126
-7.967511957341975,4.477499831806529,1.6819245315575126
-7.970078555020419,4.500500505620783,1.6819245315575126
-7.972645152698863,4.523501179435036,1.6819245315575126
-7.975211750377309,4.54650185324929,1.6819245315575126
